Num_Acc,an,mois,jour,heure,dep,com,agg,int,lum,atm,catr,circ,plan,surf,situ,sexe,age,trajet,typevehicule1,typevehicule2,typevehicule3,equipement1,equipement2,equipement3,equipement_bool,grav_num
200800070083,2008,12,4,13,031,31555,2,3,1,8.0,4,2.0,1.0,2.0,1.0,1.0,71.0,5.0,7.0,,,2.0,,,True,1
200800070111,2008,12,3,16,031,31555,2,6,2,1.0,4,2.0,1.0,1.0,1.0,1.0,11.0,2.0,99.0,,,9.0,,,True,2
200800070114,2008,12,4,11,031,31555,2,1,1,1.0,4,1.0,1.0,1.0,5.0,1.0,17.0,2.0,7.0,,,2.0,,,True,1
200800070116,2008,12,5,20,031,31555,2,1,5,2.0,4,2.0,1.0,2.0,1.0,2.0,52.0,1.0,7.0,,,2.0,,,True,1
200800070120,2008,12,7,11,031,31555,2,3,1,1.0,4,1.0,1.0,1.0,1.0,2.0,30.0,5.0,7.0,,,2.0,,,True,1
200800070121,2008,12,7,12,031,31555,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,60.0,4.0,8.0,,,2.0,,,True,2
200800070133,2008,12,1,23,031,31555,2,1,5,2.0,4,2.0,1.0,2.0,1.0,1.0,19.0,5.0,7.0,,,4.0,,,True,1
200800070138,2008,12,5,13,035,35288,2,2,1,1.0,4,2.0,1.0,1.0,1.0,1.0,12.0,2.0,2.0,,,2.0,,,True,1
200800070151,2008,12,5,14,059,59526,2,3,5,1.0,3,2.0,1.0,2.0,1.0,1.0,67.0,5.0,7.0,,,4.0,,,True,2
200800070161,2008,12,3,15,090,90010,2,1,1,1.0,4,2.0,1.0,1.0,1.0,2.0,18.0,1.0,7.0,,,2.0,,,True,1
200800070210,2008,12,7,13,003,03321,2,6,1,1.0,3,2.0,1.0,1.0,1.0,2.0,21.0,5.0,7.0,,,2.0,,,True,2
200800070228,2008,12,5,13,006,06004,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,34.0,5.0,99.0,,,0.0,,,False,1
200800070231,2008,12,7,12,006,06004,2,1,1,1.0,3,2.0,1.0,1.0,5.0,1.0,61.0,5.0,7.0,,,2.0,,,True,1
200800070231,2008,12,7,12,006,06004,2,1,1,1.0,3,2.0,1.0,1.0,5.0,1.0,53.0,5.0,7.0,,,2.0,,,True,1
200800070327,2008,12,4,17,006,06088,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,42.0,1.0,7.0,,,4.0,,,True,1
200800070408,2008,12,1,13,010,10387,2,1,1,1.0,4,2.0,1.0,1.0,1.0,2.0,33.0,4.0,7.0,,,2.0,,,True,1
200800070421,2008,12,6,14,011,11262,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,14.0,2.0,7.0,,,2.0,,,True,1
200800070424,2008,12,1,13,011,11262,2,1,3,1.0,4,2.0,1.0,1.0,2.0,1.0,33.0,4.0,7.0,,,9.0,,,True,1
200800070458,2008,12,2,17,013,13004,2,1,5,1.0,4,2.0,1.0,2.0,1.0,1.0,44.0,1.0,10.0,,,0.0,,,False,2
200800070490,2008,12,3,16,013,13055,2,2,3,2.0,4,1.0,1.0,2.0,1.0,1.0,28.0,4.0,7.0,,,4.0,,,True,1
200800070573,2008,12,3,12,013,13055,2,3,1,3.0,4,1.0,1.0,2.0,1.0,1.0,15.0,5.0,7.0,,,2.0,,,True,1
200800070669,2008,12,2,13,014,14118,2,3,1,1.0,4,1.0,3.0,1.0,1.0,1.0,47.0,5.0,10.0,,,2.0,,,True,1
200800070689,2008,12,5,18,017,17449,2,6,5,1.0,3,2.0,1.0,1.0,5.0,1.0,25.0,1.0,10.0,,,4.0,,,True,1
200800070692,2008,12,2,18,017,17300,2,1,1,1.0,4,2.0,1.0,1.0,1.0,2.0,23.0,5.0,17.0,,,9.0,,,True,1
200800070696,2008,12,4,12,017,17028,2,1,1,1.0,4,2.0,1.0,1.0,1.0,2.0,31.0,4.0,7.0,,,9.0,,,True,1
200800070703,2008,12,2,17,017,17300,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,26.0,2.0,7.0,,,9.0,,,True,1
200800070712,2008,12,2,17,017,17300,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,12.0,2.0,7.0,,,9.0,,,True,1
200800070717,2008,12,5,16,017,17300,2,9,1,1.0,4,4.0,1.0,2.0,1.0,2.0,17.0,1.0,7.0,,,4.0,,,True,1
200800070792,2008,12,1,14,021,21231,2,1,5,5.0,4,2.0,1.0,9.0,1.0,1.0,31.0,9.0,10.0,,,2.0,,,True,1
200800070795,2008,12,3,16,021,21231,2,7,5,4.0,4,2.0,1.0,2.0,1.0,1.0,46.0,1.0,7.0,,,9.0,,,True,1
200800070830,2008,12,7,12,022,22278,2,6,1,1.0,4,2.0,1.0,1.0,2.0,1.0,27.0,4.0,7.0,,,9.0,,,True,1
200800070895,2008,12,2,17,027,27681,2,1,5,1.0,4,2.0,1.0,1.0,1.0,1.0,13.0,5.0,7.0,,,2.0,,,True,1
200800070898,2008,12,7,19,027,27681,2,1,5,1.0,4,2.0,1.0,1.0,4.0,1.0,17.0,5.0,7.0,,,2.0,,,True,1
200800070908,2008,12,1,17,028,28085,2,3,2,1.0,4,2.0,1.0,1.0,1.0,1.0,12.0,2.0,7.0,,,9.0,,,True,1
200800070918,2008,12,3,15,028,28229,2,1,2,1.0,4,2.0,1.0,2.0,1.0,1.0,10.0,1.0,7.0,,,4.0,,,True,1
200800070944,2008,12,5,10,029,29019,2,6,1,1.0,9,2.0,1.0,1.0,1.0,1.0,66.0,5.0,7.0,,,4.0,,,True,1
200800070972,2008,12,6,13,030,30007,2,1,1,1.0,4,1.0,1.0,1.0,1.0,1.0,49.0,5.0,7.0,,,2.0,,,True,1
200800071037,2008,12,6,10,031,31149,2,1,1,1.0,4,2.0,1.0,2.0,1.0,1.0,48.0,5.0,7.0,,,2.0,,,True,1
200800071049,2008,12,2,19,033,33063,2,1,5,1.0,4,1.0,1.0,1.0,1.0,1.0,83.0,5.0,17.0,,,9.0,,,True,2
200800071059,2008,12,2,16,033,33063,2,3,1,1.0,4,1.0,1.0,1.0,1.0,1.0,25.0,1.0,7.0,,,9.0,,,True,1
200800071063,2008,12,2,17,033,33281,2,1,5,1.0,4,2.0,1.0,1.0,1.0,2.0,12.0,2.0,7.0,,,4.0,,,True,1
200800071075,2008,12,1,12,033,33063,2,1,1,1.0,4,2.0,1.0,1.0,1.0,2.0,22.0,1.0,7.0,,,4.0,,,True,1
200800071086,2008,12,2,16,033,33063,2,1,1,1.0,4,1.0,1.0,1.0,1.0,2.0,65.0,5.0,7.0,,,4.0,,,True,2
200800071107,2008,12,3,18,033,33550,2,1,5,1.0,4,2.0,1.0,1.0,1.0,1.0,38.0,4.0,1.0,,,4.0,,,True,0
200800071107,2008,12,3,18,033,33550,2,1,5,1.0,4,2.0,1.0,1.0,1.0,1.0,13.0,2.0,1.0,,,4.0,,,True,1
200800071113,2008,12,7,12,033,33063,2,3,1,1.0,4,3.0,1.0,1.0,1.0,1.0,25.0,5.0,7.0,,,0.0,,,False,1
200800071116,2008,12,5,16,033,33063,2,2,1,1.0,4,1.0,1.0,1.0,1.0,2.0,29.0,9.0,2.0,,,4.0,,,True,0
200800071116,2008,12,5,15,033,33063,2,2,1,1.0,4,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,,True,1
200800071122,2008,12,4,19,033,33069,2,2,5,1.0,4,2.0,1.0,1.0,1.0,1.0,58.0,4.0,33.0,,,9.0,,,True,2
200800071137,2008,12,5,22,033,33063,2,2,5,1.0,4,1.0,1.0,1.0,1.0,1.0,33.0,4.0,7.0,,,4.0,,,True,2
200800071145,2008,12,2,14,033,33063,2,2,1,1.0,4,2.0,1.0,1.0,1.0,1.0,12.0,2.0,7.0,,,9.0,,,True,2
200800071149,2008,12,5,18,033,33063,2,1,5,1.0,4,3.0,1.0,2.0,5.0,2.0,26.0,1.0,7.0,,,9.0,,,True,2
200800071188,2008,12,4,15,034,34172,2,1,1,8.0,4,1.0,1.0,1.0,1.0,1.0,45.0,4.0,7.0,,,9.0,,,True,1
200800071242,2008,12,1,13,035,35238,2,2,1,1.0,4,2.0,1.0,2.0,1.0,2.0,56.0,3.0,7.0,,,4.0,,,True,1
200800071256,2008,12,1,13,035,35238,2,6,1,1.0,4,3.0,1.0,1.0,1.0,2.0,70.0,5.0,7.0,,,2.0,,,True,2
200800071257,2008,12,1,17,035,35238,2,2,5,8.0,4,1.0,1.0,1.0,1.0,1.0,22.0,5.0,7.0,,,2.0,,,True,1
200800071258,2008,12,1,17,035,35055,2,6,5,1.0,4,2.0,1.0,1.0,1.0,1.0,54.0,1.0,7.0,,,4.0,,,True,1
200800071277,2008,12,3,13,035,35238,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,26.0,5.0,7.0,,,2.0,,,True,1
200800071298,2008,12,2,18,037,37261,2,2,5,1.0,4,2.0,1.0,2.0,1.0,1.0,13.0,5.0,7.0,,,9.0,,,True,1
200800071310,2008,12,2,16,038,38185,2,1,5,1.0,4,2.0,1.0,1.0,1.0,1.0,37.0,4.0,7.0,,,2.0,,,True,1
200800071313,2008,12,6,17,038,38185,2,3,2,1.0,4,2.0,1.0,1.0,1.0,2.0,20.0,5.0,37.0,,,2.0,,,True,2
200800071357,2008,12,3,19,042,42187,2,6,5,4.0,3,2.0,1.0,2.0,1.0,2.0,51.0,4.0,7.0,,,9.0,,,True,1
200800071360,2008,12,5,17,042,42187,2,3,2,1.0,4,2.0,1.0,1.0,1.0,1.0,26.0,5.0,7.0,,,9.0,,,True,2
200800071401,2008,12,5,13,044,44132,2,1,1,1.0,4,1.0,3.0,1.0,1.0,1.0,59.0,4.0,7.0,,,2.0,,,True,1
200800071428,2008,12,3,11,044,44143,2,2,1,1.0,4,2.0,3.0,1.0,1.0,2.0,12.0,2.0,7.0,,,9.0,,,True,1
200800071447,2008,12,4,19,044,44109,2,6,4,2.0,4,2.0,2.0,2.0,1.0,1.0,66.0,5.0,7.0,,,2.0,,,True,2
200800071474,2008,12,4,16,044,44184,2,3,2,1.0,4,2.0,1.0,1.0,1.0,2.0,14.0,2.0,7.0,,,4.0,,,True,1
200800071496,2008,12,4,10,045,45234,2,2,1,1.0,4,1.0,1.0,1.0,1.0,2.0,21.0,1.0,7.0,,,2.0,,,True,1
200800071508,2008,12,3,14,047,47001,2,1,5,1.0,3,3.0,1.0,1.0,5.0,1.0,43.0,1.0,7.0,,,2.0,,,True,1
200800071517,2008,12,3,16,049,49007,2,6,1,1.0,4,1.0,1.0,1.0,1.0,1.0,21.0,1.0,7.0,,,9.0,,,True,1
200800071521,2008,12,5,12,049,49007,2,1,1,1.0,4,2.0,1.0,1.0,1.0,2.0,60.0,4.0,17.0,,,4.0,,,True,1
200800071533,2008,12,4,15,049,49007,2,1,5,1.0,4,2.0,1.0,1.0,1.0,2.0,22.0,1.0,7.0,,,9.0,,,True,1
200800071534,2008,12,4,16,049,49353,2,1,1,1.0,4,2.0,1.0,1.0,1.0,2.0,12.0,2.0,7.0,,,2.0,,,True,1
200800071544,2008,12,2,17,049,49007,2,1,5,1.0,4,2.0,1.0,1.0,1.0,2.0,23.0,1.0,7.0,,,9.0,,,True,1
200800071553,2008,12,2,13,049,49007,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,15.0,1.0,7.0,,,9.0,,,True,2
200800071554,2008,12,2,13,049,49007,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,17.0,2.0,7.0,,,9.0,,,True,1
200800071560,2008,12,5,15,049,49099,2,1,5,1.0,3,2.0,1.0,2.0,1.0,1.0,13.0,2.0,7.0,,,4.0,,,True,1
200800071592,2008,12,1,18,051,51108,2,2,5,1.0,9,2.0,1.0,2.0,1.0,2.0,67.0,3.0,7.0,,,9.0,,,True,2
200800071601,2008,12,3,12,051,51454,2,1,1,2.0,4,2.0,1.0,2.0,1.0,1.0,76.0,5.0,7.0,,,9.0,,,True,1
200800071612,2008,12,5,16,052,52448,2,2,2,1.0,4,2.0,1.0,1.0,1.0,1.0,74.0,5.0,7.0,,,9.0,,,True,1
200800071632,2008,12,1,12,054,54304,2,1,1,1.0,4,2.0,1.0,1.0,1.0,2.0,42.0,1.0,7.0,,,2.0,,,True,1
200800071672,2008,12,5,14,055,55029,2,1,1,1.0,4,2.0,1.0,2.0,1.0,1.0,56.0,5.0,7.0,,,9.0,,,True,2
200800071686,2008,12,4,10,056,56162,2,6,1,2.0,9,2.0,2.0,2.0,1.0,2.0,60.0,4.0,7.0,,,2.0,,,True,1
200800071705,2008,12,6,15,056,56083,2,1,1,1.0,9,1.0,1.0,1.0,1.0,1.0,23.0,1.0,7.0,,,9.0,,,True,1
200800071714,2008,12,4,17,056,56260,2,6,1,1.0,4,1.0,2.0,1.0,1.0,2.0,18.0,2.0,7.0,,,2.0,,,True,1
200800071717,2008,12,3,17,056,56260,2,6,2,1.0,4,3.0,3.0,1.0,1.0,1.0,75.0,5.0,7.0,,,9.0,,,True,1
200800071769,2008,12,2,21,059,59017,2,3,4,2.0,4,1.0,1.0,2.0,1.0,1.0,47.0,1.0,7.0,,,9.0,,,True,1
200800071787,2008,12,3,21,059,59588,1,3,5,8.0,3,2.0,1.0,2.0,1.0,1.0,32.0,1.0,7.0,,,4.0,,,True,1
200800071796,2008,12,1,17,059,59295,2,1,2,1.0,4,2.0,1.0,1.0,1.0,1.0,10.0,5.0,7.0,,,4.0,,,True,1
200800071800,2008,12,2,13,059,59350,2,1,1,1.0,4,2.0,1.0,1.0,1.0,2.0,58.0,1.0,15.0,,,4.0,,,True,1
200800071811,2008,12,7,12,059,59009,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,75.0,5.0,1.0,,,2.0,,,True,0
200800071811,2008,12,7,14,059,59009,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,52.0,5.0,1.0,,,2.0,,,True,2
200800071823,2008,12,3,17,059,59350,2,1,2,1.0,4,2.0,1.0,1.0,1.0,1.0,20.0,2.0,7.0,,,2.0,,,True,1
200800071826,2008,12,4,12,059,59378,2,1,1,1.0,4,1.0,1.0,1.0,1.0,1.0,12.0,2.0,7.0,,,4.0,,,True,1
200800071840,2008,12,5,10,059,59378,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,63.0,5.0,7.0,,,2.0,,,True,1
200800071878,2008,12,4,10,059,59512,1,4,1,1.0,4,2.0,1.0,1.0,1.0,1.0,57.0,5.0,7.0,,,2.0,,,True,2
200800071879,2008,12,1,14,059,59512,1,2,1,1.0,4,2.0,1.0,1.0,1.0,1.0,38.0,4.0,16.0,,,2.0,,,True,2
200800071888,2008,12,2,12,059,59163,1,2,5,1.0,4,2.0,1.0,1.0,1.0,2.0,30.0,4.0,7.0,,,9.0,,,True,2
200800071897,2008,12,7,17,059,59508,2,1,5,1.0,2,2.0,1.0,1.0,1.0,1.0,13.0,5.0,7.0,,,9.0,,,True,2
200800071915,2008,12,3,18,059,59447,2,1,5,1.0,4,2.0,1.0,1.0,1.0,1.0,13.0,5.0,7.0,,,9.0,,,True,2
200800071952,2008,12,2,17,062,62413,1,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,13.0,2.0,38.0,,,9.0,,,True,1
200800072002,2008,12,5,17,063,63113,2,1,5,1.0,4,2.0,3.0,1.0,1.0,1.0,49.0,1.0,7.0,,,2.0,,,True,1
200800072042,2008,12,6,18,064,64445,2,6,5,3.0,4,2.0,1.0,2.0,1.0,1.0,32.0,5.0,7.0,,,2.0,,,True,1
200800072056,2008,12,3,14,064,64445,2,6,1,1.0,4,1.0,1.0,1.0,1.0,2.0,46.0,4.0,7.0,,,2.0,,,True,2
200800072096,2008,12,1,14,067,67482,2,2,1,1.0,4,2.0,1.0,1.0,1.0,1.0,74.0,5.0,7.0,,,9.0,,,True,1
200800072098,2008,12,1,17,067,67482,2,1,5,2.0,4,2.0,1.0,2.0,1.0,2.0,47.0,1.0,10.0,,,4.0,,,True,1
200800072102,2008,12,3,14,067,67482,2,3,1,2.0,4,1.0,1.0,2.0,1.0,2.0,42.0,5.0,7.0,,,9.0,,,True,1
200800072120,2008,12,5,18,067,67482,2,3,5,1.0,4,2.0,1.0,1.0,1.0,1.0,19.0,1.0,7.0,,,2.0,,,True,1
200800072123,2008,12,2,12,067,67482,2,1,1,1.0,6,2.0,1.0,1.0,1.0,2.0,18.0,1.0,7.0,,,9.0,,,True,2
200800072126,2008,12,4,13,067,67447,2,1,1,1.0,4,2.0,1.0,1.0,1.0,2.0,24.0,1.0,7.0,,,2.0,,,True,1
200800072128,2008,12,5,11,067,67447,2,1,1,2.0,4,2.0,1.0,2.0,1.0,1.0,50.0,5.0,10.0,,,4.0,,,True,1
200800072136,2008,12,2,19,067,67482,2,2,5,1.0,4,2.0,3.0,1.0,5.0,2.0,47.0,9.0,2.0,,,9.0,,,True,1
200800072137,2008,12,2,22,067,67482,2,2,5,1.0,4,2.0,1.0,1.0,1.0,2.0,42.0,5.0,7.0,,,9.0,,,True,2
200800072138,2008,12,3,15,067,67482,2,1,1,5.0,4,2.0,1.0,1.0,1.0,2.0,47.0,5.0,7.0,,,2.0,,,True,1
200800072147,2008,12,5,14,068,68066,2,4,1,1.0,4,1.0,2.0,2.0,1.0,1.0,70.0,5.0,7.0,,,2.0,,,True,2
200800072151,2008,12,2,11,068,68066,2,1,1,1.0,4,2.0,1.0,1.0,1.0,2.0,54.0,1.0,99.0,,,2.0,,,True,1
200800072201,2008,12,2,14,069,69266,2,1,2,1.0,4,2.0,1.0,1.0,1.0,2.0,20.0,2.0,7.0,,,9.0,,,True,1
200800072236,2008,12,3,12,071,71153,2,3,1,1.0,4,1.0,1.0,2.0,1.0,1.0,48.0,4.0,7.0,,,9.0,,,True,1
200800072270,2008,12,3,14,072,72181,2,1,1,1.0,9,2.0,1.0,1.0,1.0,1.0,77.0,9.0,7.0,,,2.0,,,True,1
200800072283,2008,12,5,14,074,74010,2,3,1,1.0,4,2.0,1.0,1.0,1.0,1.0,16.0,2.0,7.0,,,9.0,,,True,1
200800072292,2008,12,1,15,074,74218,2,2,1,1.0,3,1.0,1.0,1.0,1.0,1.0,15.0,2.0,7.0,,,2.0,,,True,2
200800072302,2008,12,2,13,076,76351,2,6,5,2.0,4,2.0,1.0,2.0,1.0,2.0,31.0,1.0,10.0,,,9.0,,,True,1
200800072316,2008,12,1,20,076,76351,2,1,5,1.0,4,2.0,1.0,1.0,1.0,1.0,19.0,5.0,7.0,,,9.0,,,True,1
200800072343,2008,12,1,10,077,77294,2,4,1,1.0,4,2.0,1.0,1.0,1.0,1.0,74.0,5.0,7.0,,,9.0,,,True,2
200800072367,2008,12,4,16,078,78172,2,2,2,1.0,4,2.0,1.0,1.0,1.0,2.0,33.0,1.0,7.0,,,9.0,,,True,1
200800072370,2008,12,7,11,078,78208,2,2,1,1.0,4,3.0,1.0,1.0,1.0,1.0,71.0,5.0,7.0,,,2.0,,,True,2
200800072377,2008,12,3,17,078,78397,2,2,2,8.0,4,2.0,1.0,2.0,1.0,2.0,48.0,5.0,7.0,,,2.0,,,True,1
200800072386,2008,12,2,15,078,78423,2,2,1,1.0,4,2.0,1.0,1.0,3.0,1.0,18.0,5.0,7.0,,,2.0,,,True,1
200800072452,2008,12,6,15,080,80021,2,1,5,1.0,4,2.0,1.0,1.0,1.0,1.0,38.0,1.0,7.0,,,4.0,,,True,1
200800072466,2008,12,6,17,080,80261,1,1,2,1.0,3,2.0,1.0,1.0,1.0,2.0,32.0,5.0,7.0,,,2.0,,,True,1
200800072486,2008,12,7,12,082,82121,2,3,1,1.0,3,2.0,1.0,1.0,1.0,1.0,55.0,5.0,7.0,,,2.0,,,True,1
200800072493,2008,12,2,17,082,82121,2,1,3,1.0,4,2.0,1.0,1.0,1.0,1.0,16.0,2.0,50.0,,,4.0,,,True,1
200800072502,2008,12,6,14,083,83069,2,3,1,1.0,4,2.0,1.0,1.0,1.0,1.0,17.0,5.0,7.0,,,2.0,,,True,1
200800072506,2008,12,6,10,083,83129,2,1,1,1.0,4,1.0,1.0,1.0,1.0,2.0,76.0,5.0,31.0,,,0.0,,,False,2
200800072513,2008,12,7,11,083,83126,2,1,1,1.0,4,1.0,2.0,1.0,1.0,1.0,35.0,5.0,7.0,,,9.0,,,True,1
200800072522,2008,12,4,17,083,83062,2,3,5,1.0,4,2.0,1.0,1.0,1.0,1.0,42.0,5.0,7.0,,,9.0,,,True,1
200800072566,2008,12,1,16,085,85191,2,1,2,1.0,4,1.0,1.0,1.0,1.0,1.0,14.0,5.0,32.0,,,9.0,,,True,0
200800072566,2008,12,1,14,085,85191,2,1,2,1.0,4,1.0,1.0,1.0,1.0,2.0,30.0,4.0,2.0,,,0.0,,,False,1
200800072609,2008,12,7,16,087,87085,2,1,1,1.0,4,1.0,2.0,7.0,1.0,1.0,45.0,5.0,17.0,,,2.0,,,True,2
200800072635,2008,12,3,15,087,87085,1,2,1,1.0,3,2.0,1.0,1.0,1.0,1.0,53.0,5.0,7.0,,,2.0,,,True,3
200800072641,2008,12,3,12,087,87085,2,1,1,1.0,3,2.0,1.0,1.0,1.0,1.0,45.0,5.0,37.0,,,2.0,,,True,1
200800072692,2008,12,3,19,091,91223,2,2,5,1.0,4,2.0,1.0,1.0,1.0,1.0,19.0,1.0,7.0,,,4.0,,,True,1
200800072718,2008,12,2,15,091,91691,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,20.0,5.0,7.0,,,2.0,,,True,1
200800072778,2008,12,1,11,092,92004,2,2,1,1.0,4,1.0,1.0,1.0,2.0,1.0,51.0,4.0,10.0,,,9.0,,,True,0
200800072806,2008,12,4,20,092,92025,2,1,5,1.0,4,1.0,1.0,1.0,1.0,1.0,14.0,2.0,30.0,,,9.0,,,True,0
200800072832,2008,12,2,12,092,92036,2,9,1,1.0,3,2.0,1.0,1.0,1.0,2.0,15.0,2.0,7.0,,,9.0,,,True,1
200800072875,2008,12,1,14,092,92049,2,1,2,1.0,3,2.0,1.0,1.0,1.0,1.0,50.0,1.0,20.0,,,9.0,,,True,1
200800072892,2008,12,1,14,092,92050,2,3,1,2.0,2,1.0,1.0,2.0,1.0,1.0,73.0,5.0,7.0,,,9.0,,,True,2
200800072924,2008,12,5,11,092,92063,2,1,1,1.0,4,1.0,1.0,1.0,4.0,2.0,45.0,5.0,7.0,,,9.0,,,True,1
200800072947,2008,12,2,17,092,92046,2,2,1,1.0,3,2.0,1.0,1.0,1.0,2.0,52.0,1.0,32.0,,,9.0,,,True,1
200800072992,2008,12,1,18,093,93008,2,3,5,2.0,4,2.0,1.0,2.0,1.0,1.0,13.0,2.0,7.0,,,9.0,,,True,2
200800073009,2008,12,4,18,093,93057,2,1,1,8.0,4,2.0,1.0,2.0,4.0,2.0,13.0,2.0,7.0,,,2.0,,,True,1
200800073027,2008,12,4,16,093,93079,2,6,1,2.0,2,2.0,2.0,2.0,1.0,1.0,41.0,1.0,7.0,,,2.0,,,True,1
200800073043,2008,12,3,15,093,93047,2,2,1,2.0,4,2.0,1.0,2.0,1.0,2.0,10.0,5.0,7.0,,,9.0,,,True,1
200800073046,2008,12,3,12,093,93045,2,3,1,1.0,4,2.0,1.0,1.0,1.0,1.0,20.0,1.0,7.0,,,9.0,,,True,1
200800073065,2008,12,3,13,093,93048,2,2,1,2.0,4,2.0,1.0,1.0,1.0,1.0,24.0,1.0,37.0,,,9.0,,,True,2
200800073069,2008,12,1,11,093,93048,2,2,1,1.0,4,1.0,1.0,1.0,1.0,1.0,87.0,5.0,7.0,,,2.0,,,True,2
200800073097,2008,12,6,20,093,93055,2,1,3,1.0,9,2.0,4.0,1.0,5.0,1.0,30.0,4.0,30.0,,,9.0,,,True,2
200800073097,2008,12,6,20,093,93055,2,1,3,1.0,9,2.0,4.0,1.0,5.0,2.0,36.0,9.0,30.0,,,9.0,,,True,2
200800073153,2008,12,5,10,093,93073,2,1,1,1.0,4,2.0,1.0,1.0,1.0,1.0,59.0,4.0,7.0,,,2.0,,,True,1
200800073164,2008,12,7,12,094,94071,2,1,1,1.0,3,1.0,2.0,1.0,1.0,1.0,41.0,5.0,10.0,,,2.0,,,True,1
200800073177,2008,12,2,14,094,94044,2,3,1,1.0,4,2.0,1.0,1.0,1.0,1.0,80.0,5.0,7.0,,,2.0,,,True,3
200800073204,2008,12,7,17,094,94011,2,2,2,1.0,2,2.0,1.0,1.0,5.0,2.0,38.0,4.0,7.0,,,2.0,,,True,1
200800073233,2008,12,5,17,094,94021,2,3,5,1.0,3,2.0,1.0,1.0,1.0,1.0,16.0,5.0,10.0,,,2.0,,,True,2
200800073235,2008,12,2,10,094,94021,2,2,1,8.0,4,2.0,1.0,2.0,1.0,1.0,54.0,4.0,7.0,,,2.0,,,True,1
200800073252,2008,12,4,19,094,94052,2,3,5,2.0,4,2.0,1.0,2.0,1.0,1.0,31.0,5.0,32.0,,,2.0,,,True,1
200800073268,2008,12,4,11,094,94068,2,1,1,2.0,4,1.0,1.0,2.0,1.0,1.0,63.0,5.0,37.0,,,9.0,,,True,1
200800073321,2008,12,1,20,095,95252,2,1,5,1.0,3,2.0,1.0,1.0,1.0,1.0,52.0,4.0,40.0,,,9.0,,,True,1
200800073323,2008,12,2,17,095,95203,2,6,1,8.0,3,2.0,1.0,2.0,1.0,1.0,17.0,2.0,7.0,,,9.0,,,True,1
200800073400,2008,12,1,20,069,69383,2,1,5,8.0,4,2.0,1.0,2.0,1.0,1.0,31.0,5.0,7.0,,,2.0,,,True,1
200800073410,2008,12,5,12,069,69386,2,1,1,1.0,4,1.0,1.0,1.0,5.0,2.0,43.0,1.0,13.0,,,9.0,,,True,1
200800073435,2008,12,3,10,094,94017,2,1,1,2.0,4,2.0,1.0,2.0,1.0,1.0,16.0,2.0,7.0,,,2.0,,,True,1
200800073455,2008,12,1,16,075,75110,2,3,1,8.0,4,2.0,1.0,2.0,1.0,1.0,20.0,5.0,7.0,,,2.0,,,True,1
200800073459,2008,12,1,13,075,75111,2,1,1,9.0,4,2.0,1.0,1.0,1.0,1.0,25.0,5.0,30.0,,,2.0,,,True,0
200800073483,2008,12,7,18,075,75105,2,2,5,1.0,4,2.0,1.0,1.0,1.0,1.0,22.0,5.0,1.0,,,2.0,,,True,0
200800073483,2008,12,7,13,075,75105,2,2,5,1.0,4,2.0,1.0,1.0,1.0,1.0,19.0,5.0,1.0,,,2.0,,,True,0
200800073483,2008,12,7,17,075,75105,2,2,5,1.0,4,2.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,,,2.0,,,True,1
200800073498,2008,12,2,18,075,75103,2,3,5,2.0,4,1.0,1.0,2.0,1.0,2.0,61.0,5.0,14.0,,,2.0,,,True,1
200800073500,2008,12,2,17,075,75106,2,2,5,1.0,4,2.0,1.0,1.0,1.0,2.0,40.0,1.0,30.0,,,2.0,,,True,1
200800073502,2008,12,2,12,075,75108,2,1,1,1.0,4,1.0,1.0,1.0,1.0,1.0,29.0,4.0,7.0,,,2.0,,,True,1
200800073509,2008,12,2,13,075,75112,2,2,2,1.0,4,2.0,1.0,1.0,1.0,1.0,46.0,1.0,30.0,,,2.0,,,True,1
200800073526,2008,12,1,14,075,75104,2,2,1,1.0,4,1.0,1.0,1.0,1.0,1.0,17.0,2.0,7.0,,,2.0,,,True,1
200800073527,2008,12,1,11,075,75110,2,1,1,1.0,4,1.0,1.0,1.0,1.0,2.0,57.0,1.0,13.0,,,2.0,,,True,2
200800073540,2008,12,1,19,075,75119,2,1,5,1.0,4,3.0,1.0,1.0,5.0,1.0,25.0,9.0,39.0,,,2.0,,,True,1
200800073553,2008,12,6,12,075,75114,2,3,1,1.0,4,1.0,1.0,1.0,1.0,2.0,31.0,5.0,7.0,,,2.0,,,True,1
